created_at,id,id_str,text,truncated,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang
Fri Jun 11 23:58:24 +0000 2021,1403501902474579971,1403501902474579971,@GoDxni Encha gracias bro #haters,False,"{'hashtags': [{'text': 'haters', 'indices': [26, 33]}], 'symbols': [], 'user_mentions': [{'screen_name': 'GoDxni', 'name': 'Dani 😬', 'id': 1021865754633822208, 'id_str': '1021865754633822208', 'indices': [0, 7]}], 'urls': []}","{'iso_language_code': 'es', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.403500740950233e+18,1403500740950233089,1.0218657546338222e+18,1021865754633822208,GoDxni,"{'id': 1184341878583357441, 'id_str': '1184341878583357441', 'name': 'Carlos Zamora', 'screen_name': 'MedivalBunny', 'location': 'Riverside, CA', 'description': 'Reality is wrong. Dreams are for real.', 'url': 'https://t.co/UMWuzSD8x2', 'entities': {'url': {'urls': [{'url': 'https://t.co/UMWuzSD8x2', 'expanded_url': 'http://twitch.tv/medivalbunny', 'display_url': 'twitch.tv/medivalbunny', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 189, 'friends_count': 264, 'listed_count': 1, 'created_at': 'Wed Oct 16 05:34:57 +0000 2019', 'favourites_count': 3409, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 2318, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1390244115577638912/FG6bA1CD_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1390244115577638912/FG6bA1CD_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1184341878583357441/1603915550', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,"{'id': '6ba08e404aed471f', 'url': 'https://api.twitter.com/1.1/geo/id/6ba08e404aed471f.json', 'place_type': 'city', 'name': 'Riverside', 'full_name': 'Riverside, CA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-117.523867, 33.85216], [-117.271365, 33.85216], [-117.271365, 34.019484], [-117.523867, 34.019484]]]}, 'attributes': {}}",,False,0,1,False,False,es
Fri Jun 11 23:34:46 +0000 2021,1403495958994882568,1403495958994882568,"Por supuesto los #haters haciendo de las suyas en la cuenta de Ciro, hablando súper mal y denigrando.

Ni los demás… https://t.co/tRJJweDOUy",True,"{'hashtags': [{'text': 'haters', 'indices': [17, 24]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/tRJJweDOUy', 'expanded_url': 'https://twitter.com/i/web/status/1403495958994882568', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'iso_language_code': 'es', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.4034955768854118e+18,1403495576885411840,128750595.0,128750595,Marialeayala,"{'id': 128750595, 'id_str': '128750595', 'name': 'Mariale Ayala', 'screen_name': 'Marialeayala', 'location': 'SAN CRISTÓBAL ', 'description': '¡Por aquí una gocha!\nFiel seguidora de la empatía ♥️\nMe encanta hornear👩🏻\u200d🍳🎂🧁🍪🍩\nMis padres hacen los pastelitos andinos más ricos 🤩', 'url': 'https://t.co/8igSzk3mUo', 'entities': {'url': {'urls': [{'url': 'https://t.co/8igSzk3mUo', 'expanded_url': 'https://www.instagram.com/Mydulcesabor/', 'display_url': 'instagram.com/Mydulcesabor/', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2359, 'friends_count': 483, 'listed_count': 7, 'created_at': 'Fri Apr 02 02:54:14 +0000 2010', 'favourites_count': 3938, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 8596, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '07B329', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme3/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme3/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1386036954219917313/gcS8QioQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1386036954219917313/gcS8QioQ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/128750595/1602289977', 'profile_link_color': '7FDBB6', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'E3E2DE', 'profile_text_color': '634047', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular', 'withheld_in_countries': []}",,,,,False,0,0,False,False,es
Fri Jun 11 22:34:01 +0000 2021,1403480668131168258,1403480668131168258,@notmrmanziel Lmfao this guy made an account just to say shit. Haha. #Haters,False,"{'hashtags': [{'text': 'Haters', 'indices': [69, 76]}], 'symbols': [], 'user_mentions': [{'screen_name': 'notmrmanziel', 'name': 'Manz', 'id': 1338306457511600130, 'id_str': '1338306457511600130', 'indices': [0, 13]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.4034802617451684e+18,1403480261745168386,1.3383064575116e+18,1338306457511600130,notmrmanziel,"{'id': 930962601483358208, 'id_str': '930962601483358208', 'name': 'Brenmam', 'screen_name': 'FindinUrself', 'location': 'On Your Device', 'description': 'Out here trying to make a dollar out of a penny. My opinion and thoughts, I’m not a financial advisor', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 25, 'friends_count': 108, 'listed_count': 2, 'created_at': 'Thu Nov 16 00:55:55 +0000 2017', 'favourites_count': 285, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 703, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/930978289900015616/IxKGGd6r_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/930978289900015616/IxKGGd6r_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/930962601483358208/1510796681', 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en
Fri Jun 11 22:31:52 +0000 2021,1403480129590894592,1403480129590894592,"#Horrible #HATERS, do much damage to 🇺🇸‼️😱🤬👎👺 https://t.co/72Rvb9bUN3",False,"{'hashtags': [{'text': 'Horrible', 'indices': [0, 9]}, {'text': 'HATERS', 'indices': [10, 17]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/72Rvb9bUN3', 'expanded_url': 'https://twitter.com/protecttruth_/status/1403380139254243334', 'display_url': 'twitter.com/protecttruth_/…', 'indices': [46, 69]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1374148584816320516, 'id_str': '1374148584816320516', 'name': 'kimasabe🖖 Native Angeleno +vaccinated🌞🌊🖖🛸', 'screen_name': 'kimasabe49', 'location': 'Los Angeles, CA', 'description': 'new acct: 3/2021, as probs @ original @kimasabe Acct #Democrat, FilmFan🎬#TREKKER/UKHolidays🏰+fully vaccinated & LAPD fan👍, English Lit degrees. 📚💚🇬🇧', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 222, 'friends_count': 1859, 'listed_count': 0, 'created_at': 'Mon Mar 22 23:59:17 +0000 2021', 'favourites_count': 6677, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 7133, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1390939750740074500/oJG_RtGs_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1390939750740074500/oJG_RtGs_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1374148584816320516/1623793801', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,"{'id': '3b77caf94bfc81fe', 'url': 'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', 'place_type': 'city', 'name': 'Los Angeles', 'full_name': 'Los Angeles, CA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]}, 'attributes': {}}",,True,1,0,False,False,en
Fri Jun 11 21:48:27 +0000 2021,1403469201331953670,1403469201331953670,Victims of #Christian group tied to #AmyConeyBarrett come forward with tales of sexual abuse… https://t.co/63dxAKwG3I,True,"{'hashtags': [{'text': 'Christian', 'indices': [11, 21]}, {'text': 'AmyConeyBarrett', 'indices': [36, 52]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/63dxAKwG3I', 'expanded_url': 'https://twitter.com/i/web/status/1403469201331953670', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [94, 117]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 24387693, 'id_str': '24387693', 'name': 'Billy B', 'screen_name': 'Timbo972', 'location': 'Earth and elsewhere', 'description': 'Free-thinking surfer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 208, 'friends_count': 159, 'listed_count': 270, 'created_at': 'Sat Mar 14 16:05:21 +0000 2009', 'favourites_count': 5, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 40446, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '352726', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/97556205/worldpico_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/97556205/worldpico_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/24387693/1368900605', 'profile_link_color': 'D02B55', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en
Fri Jun 11 21:44:28 +0000 2021,1403468197924421632,1403468197924421632,34% to ⁦@ClubConsultAfr⁩ ???  😳😳😳😳. Did You Know INDEED. Get your facts right and stop spreading false information.… https://t.co/j5MFwEKs7T,True,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ClubConsultAfr', 'name': 'Club Consult Africa', 'id': 2374769064, 'id_str': '2374769064', 'indices': [8, 23]}], 'urls': [{'url': 'https://t.co/j5MFwEKs7T', 'expanded_url': 'https://twitter.com/i/web/status/1403468197924421632', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 345282094, 'id_str': '345282094', 'name': 'YUSSIF ALHASSAN CHIBSAH', 'screen_name': 'CHIBSONY17', 'location': 'SWEDEN; GHANA', 'description': 'licensed intermediary of @ClubConsultAfr. Ex footballer. Player relations manager @PFAGofficial. Graduate of @SMWW. Owner @strikegha; Founder @ChibsahfoundaxN', 'url': 'https://t.co/n1PVUPJIAm', 'entities': {'url': {'urls': [{'url': 'https://t.co/n1PVUPJIAm', 'expanded_url': 'http://www.clubconsultafrica.org', 'display_url': 'clubconsultafrica.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 14338, 'friends_count': 820, 'listed_count': 30, 'created_at': 'Sat Jul 30 10:03:17 +0000 2011', 'favourites_count': 7044, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 7791, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/482148294140112897/q52Ll5FO_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/482148294140112897/q52Ll5FO_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/345282094/1403788085', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,7,82,False,False,en
Fri Jun 11 21:42:57 +0000 2021,1403467818809577480,1403467818809577480,"Ignore the ridiculous &amp; crazy😜 #Haters 🤦‍♀️ 

We love you @billieeilish 
💐👏🏼☮️💕!

Why do #Liberals keep making up w… https://t.co/g8ziZ8XHaQ",True,"{'hashtags': [{'text': 'Haters', 'indices': [35, 42]}, {'text': 'Liberals', 'indices': [93, 102]}], 'symbols': [], 'user_mentions': [{'screen_name': 'billieeilish', 'name': 'billie eilish', 'id': 2150327072, 'id_str': '2150327072', 'indices': [62, 75]}], 'urls': [{'url': 'https://t.co/g8ziZ8XHaQ', 'expanded_url': 'https://twitter.com/i/web/status/1403467818809577480', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 1135041667885649925, 'id_str': '1135041667885649925', 'name': 'Alexandra', 'screen_name': 'Alexand45461110', 'location': 'NJ 🇺🇸 ', 'description': 'BA in Journalism, 1982 (when reporting = objective facts & not leftist activism). Andrew Breitbart fan. Humor lover. Optimist.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 100, 'friends_count': 310, 'listed_count': 0, 'created_at': 'Sun Jun 02 04:33:16 +0000 2019', 'favourites_count': 9075, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8179, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1325252383761440769/t0AGoh0q_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1325252383761440769/t0AGoh0q_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1135041667885649925/1604799765', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en
Fri Jun 11 21:40:59 +0000 2021,1403467320433987592,1403467320433987592,"@BonginoReport RIGHT??  I mean, So much better to see @potus actually interacting like a regular human instead of b… https://t.co/O2SpqFONGY",True,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BonginoReport', 'name': 'Bongino Report', 'id': 1194770389634895873, 'id_str': '1194770389634895873', 'indices': [0, 14]}, {'screen_name': 'POTUS', 'name': 'President Biden', 'id': 1349149096909668363, 'id_str': '1349149096909668363', 'indices': [54, 60]}], 'urls': [{'url': 'https://t.co/O2SpqFONGY', 'expanded_url': 'https://twitter.com/i/web/status/1403467320433987592', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.4034606261108777e+18,1403460626110877697,1.194770389634896e+18,1194770389634895873,BonginoReport,"{'id': 1274547821794992130, 'id_str': '1274547821794992130', 'name': 'SueZQ82CubFan', 'screen_name': 'SueZq82cubfan', 'location': 'KY Near', 'description': 'Child of God.Tryna navigate the middle. PNW born, ❤️Chicago now near KY 🍷  🌊 💙 🏈 ⚽️ ⚾️ 🐻 🐅  ☮️❤️🍪  🇺🇸 My flag too and no Fuqs given. NO DMs', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1058, 'friends_count': 1204, 'listed_count': 1, 'created_at': 'Sun Jun 21 03:41:29 +0000 2020', 'favourites_count': 983, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 865, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1390410926831112201/ETErz8-t_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1390410926831112201/ETErz8-t_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1274547821794992130/1623418860', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,1,9,False,False,en
Fri Jun 11 21:29:14 +0000 2021,1403464364036812802,1403464364036812802,"Visit Musings From The Christian Left to see why I have, ""No Time For Hate."" https://t.co/nQC3bWQXYU
#Haters #hate #Christianity",False,"{'hashtags': [{'text': 'Haters', 'indices': [101, 108]}, {'text': 'hate', 'indices': [109, 114]}, {'text': 'Christianity', 'indices': [115, 128]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nQC3bWQXYU', 'expanded_url': 'https://musingsfromthechristianleft.blogspot.com/2021/06/no-time-for-hate.html', 'display_url': '…ingsfromthechristianleft.blogspot.com/2021/06/no-tim…', 'indices': [77, 100]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 78424627, 'id_str': '78424627', 'name': 'James Kiester', 'screen_name': 'Jamesk007', 'location': 'Beaverton, OR', 'description': 'A writer, thinker, philosopher, liberal, Christian, and food enthusiast.', 'url': 'http://t.co/OGs3PZhqxb', 'entities': {'url': {'urls': [{'url': 'http://t.co/OGs3PZhqxb', 'expanded_url': 'http://jameskiester.com', 'display_url': 'jameskiester.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 107, 'friends_count': 68, 'listed_count': 5, 'created_at': 'Tue Sep 29 21:44:57 +0000 2009', 'favourites_count': 93, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 3085, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'A3763E', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/657310246822477824/E0y1INao_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/657310246822477824/E0y1INao_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/78424627/1445550077', 'profile_link_color': 'B22222', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,en
Fri Jun 11 21:26:46 +0000 2021,1403463743955259394,1403463743955259394,Don't mess with @RexChapman he's the best and we #BBN followers love him even if we disagree with him on very few t… https://t.co/fw2KlaVvjV,True,"{'hashtags': [{'text': 'BBN', 'indices': [49, 53]}], 'symbols': [], 'user_mentions': [{'screen_name': 'RexChapman', 'name': 'Rex Chapman🏇🏼', 'id': 324703658, 'id_str': '324703658', 'indices': [16, 27]}], 'urls': [{'url': 'https://t.co/fw2KlaVvjV', 'expanded_url': 'https://twitter.com/i/web/status/1403463743955259394', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 1237519237595439106, 'id_str': '1237519237595439106', 'name': 'Pepper.2019', 'screen_name': '2019Pepper', 'location': 'South Carolina', 'description': ""I'm a Frenchie who loves the Butler Bulldogs.  My human is a BU alum.  I give #4PawsUp or #4PawsDown awards.  Opinions welcome but hold the vitriol."", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 389, 'friends_count': 135, 'listed_count': 0, 'created_at': 'Tue Mar 10 23:22:42 +0000 2020', 'favourites_count': 7590, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 3522, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1401188593599664130/iEHzUR7w_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1401188593599664130/iEHzUR7w_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1237519237595439106/1595454338', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,1,0,False,False,en
Fri Jun 11 21:17:34 +0000 2021,1403461428670078977,1403461428670078977,"@kaylaferalboys most likely not, whatever though they’re just #haters",False,"{'hashtags': [{'text': 'haters', 'indices': [62, 69]}], 'symbols': [], 'user_mentions': [{'screen_name': 'kaylaferalboys', 'name': 'kay🧍\u200d♂️ natalie is my daugnter', 'id': 1294129285129674752, 'id_str': '1294129285129674752', 'indices': [0, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.4034609347151462e+18,1403460934715146243,1.2941292851296748e+18,1294129285129674752,kaylaferalboys,"{'id': 1097988473661853697, 'id_str': '1097988473661853697', 'name': 'spagogy', 'screen_name': 'nataliepayne369', 'location': 'she/her - minor - mcyt - ot9', 'description': ':) @avesbee is lowkey my annus @kaylaferalboys happens to be my quackity', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 441, 'friends_count': 732, 'listed_count': 2, 'created_at': 'Tue Feb 19 22:37:06 +0000 2019', 'favourites_count': 31276, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8632, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1399579257894948865/uHzGd7TE_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1399579257894948865/uHzGd7TE_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1097988473661853697/1623022806', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,1,False,False,en
